LOCATION_ID,LOCATION_NAME,NAME,job_ticket_id,REPORT_DATE,CLOSE_DATE
1,Kilifi,Desktop Support,1009,29/05/2013,30/05/2013
1,Kilifi,Desktop Support,1032,29/05/2013,03/06/2013
1,Kilifi,Desktop Support,1035,30/05/2013,30/05/2013
1,Kilifi,Desktop Support,1045,30/05/2013,03/06/2013
1,Kilifi,Desktop Support,1063,31/05/2013,04/06/2013
1,Kilifi,Desktop Support,1066,31/05/2013,06/06/2013
1,Kilifi,Desktop Support,1082,03/06/2013,04/06/2013
1,Kilifi,Desktop Support,1087,03/06/2013,05/06/2013
1,Kilifi,Desktop Support,1090,04/06/2013,10/06/2013
2,Nairobi,Desktop Support,1094,04/06/2013,04/06/2013
2,Nairobi,Desktop Support,1095,04/06/2013,04/06/2013
1,Kilifi,Desktop Support,1099,04/06/2013,07/06/2013
1,Kilifi,Desktop Support,1100,04/06/2013,07/06/2013
1,Kilifi,Desktop Support,1119,05/06/2013,06/06/2013
1,Kilifi,Desktop Support,1173,10/06/2013,11/06/2013
2,Nairobi,Desktop Support,1176,10/06/2013,11/06/2013
1,Kilifi,Desktop Support,1178,10/06/2013,10/06/2013
1,Kilifi,Desktop Support,1179,10/06/2013,11/06/2013
1,Kilifi,Desktop Support,1186,10/06/2013,11/06/2013
1,Kilifi,Desktop Support,1200,11/06/2013,14/06/2013
1,Kilifi,Desktop Support,1207,12/06/2013,12/06/2013
1,Kilifi,Desktop Support,1214,12/06/2013,17/06/2013
1,Kilifi,Desktop Support,1218,12/06/2013,18/06/2013
2,Nairobi,Desktop Support,1223,13/06/2013,13/06/2013
1,Kilifi,Desktop Support,1228,13/06/2013,17/06/2013
1,Kilifi,Desktop Support,1230,13/06/2013,13/06/2013
1,Kilifi,Desktop Support,1233,13/06/2013,17/06/2013
1,Kilifi,Desktop Support,1243,14/06/2013,14/06/2013
1,Kilifi,Desktop Support,1253,14/06/2013,17/06/2013
1,Kilifi,Desktop Support,1257,17/06/2013,17/06/2013
1,Kilifi,Desktop Support,1260,17/06/2013,02/07/2013
1,Kilifi,Desktop Support,1274,17/06/2013,21/06/2013
1,Kilifi,Desktop Support,1275,17/06/2013,26/06/2013
2,Nairobi,Desktop Support,1281,18/06/2013,18/06/2013
1,Kilifi,Desktop Support,1290,18/06/2013,20/06/2013
2,Nairobi,Desktop Support,1291,18/06/2013,18/06/2013
2,Nairobi,Desktop Support,1292,18/06/2013,18/06/2013
1,Kilifi,Desktop Support,1318,19/06/2013,20/06/2013
1,Kilifi,Desktop Support,1323,20/06/2013,27/06/2013
1,Kilifi,Desktop Support,1327,20/06/2013,02/07/2013
1,Kilifi,Desktop Support,1337,20/06/2013,21/06/2013
1,Kilifi,Desktop Support,1345,21/06/2013,01/07/2013
1,Kilifi,Desktop Support,1346,21/06/2013,21/06/2013
1,Kilifi,Desktop Support,1367,24/06/2013,26/06/2013
1,Kilifi,Desktop Support,1369,24/06/2013,24/06/2013
1,Kilifi,Desktop Support,1381,24/06/2013,24/06/2013
1,Kilifi,Desktop Support,1390,25/06/2013,28/07/2013
1,Kilifi,Desktop Support,1407,26/06/2013,26/06/2013
1,Kilifi,Desktop Support,1409,26/06/2013,01/07/2013
1,Kilifi,Desktop Support,1414,26/06/2013,03/07/2013
1,Kilifi,Desktop Support,1430,27/06/2013,27/06/2013
1,Kilifi,Desktop Support,1433,27/06/2013,02/07/2013
2,Nairobi,Desktop Support,1454,28/06/2013,28/06/2013
1,Kilifi,Desktop Support,1459,01/07/2013,01/07/2013
1,Kilifi,Desktop Support,1461,01/07/2013,01/07/2013
1,Kilifi,Desktop Support,1470,01/07/2013,04/07/2013
1,Kilifi,Desktop Support,1479,01/07/2013,09/07/2013
1,Kilifi,Desktop Support,1481,02/07/2013,10/07/2013
1,Kilifi,Desktop Support,1484,02/07/2013,02/07/2013
1,Kilifi,Desktop Support,1485,02/07/2013,22/07/2013
1,Kilifi,Desktop Support,1487,02/07/2013,02/07/2013
1,Kilifi,Desktop Support,1488,02/07/2013,19/08/2013
1,Kilifi,Desktop Support,1493,02/07/2013,15/07/2013
1,Kilifi,Desktop Support,1520,04/07/2013,05/07/2013
1,Kilifi,Desktop Support,1523,04/07/2013,12/07/2013
1,Kilifi,Desktop Support,1539,05/07/2013,08/07/2013
1,Kilifi,Desktop Support,1545,08/07/2013,08/07/2013
2,Nairobi,Desktop Support,1553,08/07/2013,12/07/2013
1,Kilifi,Desktop Support,1578,10/07/2013,11/07/2013
1,Kilifi,Desktop Support,1582,10/07/2013,11/07/2013
1,Kilifi,Desktop Support,1584,10/07/2013,19/07/2013
1,Kilifi,Desktop Support,1588,11/07/2013,16/07/2013
1,Kilifi,Desktop Support,1590,11/07/2013,11/07/2013
1,Kilifi,Desktop Support,1595,11/07/2013,15/07/2013
1,Kilifi,Desktop Support,1596,12/07/2013,12/07/2013
1,Kilifi,Desktop Support,1599,12/07/2013,15/07/2013
1,Kilifi,Desktop Support,1615,15/07/2013,17/07/2013
1,Kilifi,Desktop Support,1620,15/07/2013,17/07/2013
1,Kilifi,Desktop Support,1623,15/07/2013,16/07/2013
1,Kilifi,Desktop Support,1640,17/07/2013,18/07/2013
1,Kilifi,Desktop Support,1641,17/07/2013,25/07/2013
1,Kilifi,Desktop Support,1651,18/07/2013,18/07/2013
1,Kilifi,Desktop Support,1652,18/07/2013,28/07/2013
2,Nairobi,Desktop Support,1660,18/07/2013,18/07/2013
1,Kilifi,Desktop Support,1664,18/07/2013,22/07/2013
1,Kilifi,Desktop Support,1669,18/07/2013,03/10/2013
2,Nairobi,Desktop Support,1672,19/07/2013,19/07/2013
1,Kilifi,Desktop Support,1685,22/07/2013,22/07/2013
1,Kilifi,Desktop Support,1689,22/07/2013,23/07/2013
1,Kilifi,Desktop Support,1690,22/07/2013,23/07/2013
1,Kilifi,Desktop Support,1697,23/07/2013,30/07/2013
1,Kilifi,Desktop Support,1714,23/07/2013,31/07/2013
1,Kilifi,Desktop Support,1723,24/07/2013,31/07/2013
1,Kilifi,Desktop Support,1726,24/07/2013,06/08/2013
1,Kilifi,Desktop Support,1729,24/07/2013,24/07/2013
1,Kilifi,Desktop Support,1736,24/07/2013,30/07/2013
1,Kilifi,Desktop Support,1738,24/07/2013,30/07/2013
1,Kilifi,Desktop Support,1741,25/07/2013,25/07/2013
1,Kilifi,Desktop Support,1742,25/07/2013,17/03/2014
1,Kilifi,Desktop Support,1743,25/07/2013,26/07/2013
1,Kilifi,Desktop Support,1747,25/07/2013,25/07/2013
1,Kilifi,Desktop Support,1753,25/07/2013,07/08/2013
1,Kilifi,Desktop Support,1756,25/07/2013,26/07/2013
2,Nairobi,Desktop Support,1759,25/07/2013,26/07/2013
1,Kilifi,Desktop Support,1766,26/07/2013,30/07/2013
1,Kilifi,Desktop Support,1769,26/07/2013,29/07/2013
2,Nairobi,Desktop Support,1777,29/07/2013,30/07/2013
2,Nairobi,Desktop Support,1811,31/07/2013,31/07/2013
1,Kilifi,Desktop Support,1812,31/07/2013,05/08/2013
1,Kilifi,Desktop Support,1813,31/07/2013,14/08/2013
1,Kilifi,Desktop Support,1814,31/07/2013,01/08/2013
1,Kilifi,Desktop Support,1837,05/08/2013,07/08/2013
1,Kilifi,Desktop Support,1840,05/08/2013,06/08/2013
1,Kilifi,Desktop Support,1843,06/08/2013,12/08/2013
2,Nairobi,Desktop Support,1848,06/08/2013,06/08/2013
2,Nairobi,Desktop Support,1849,06/08/2013,06/08/2013
1,Kilifi,Desktop Support,1851,06/08/2013,06/08/2013
1,Kilifi,Desktop Support,1854,06/08/2013,07/08/2013
1,Kilifi,Desktop Support,1855,06/08/2013,06/08/2013
1,Kilifi,Desktop Support,1864,06/08/2013,08/08/2013
1,Kilifi,Desktop Support,1865,07/08/2013,07/08/2013
1,Kilifi,Desktop Support,1883,12/08/2013,13/08/2013
1,Kilifi,Desktop Support,1901,13/08/2013,14/08/2013
1,Kilifi,Desktop Support,1904,13/08/2013,13/08/2013
1,Kilifi,Desktop Support,1905,13/08/2013,15/08/2013
2,Nairobi,Desktop Support,1908,14/08/2013,14/08/2013
1,Kilifi,Desktop Support,1910,14/08/2013,13/09/2013
2,Nairobi,Desktop Support,1922,14/08/2013,20/08/2013
2,Nairobi,Desktop Support,1923,14/08/2013,14/08/2013
2,Nairobi,Desktop Support,1949,19/08/2013,19/08/2013
2,Nairobi,Desktop Support,1950,19/08/2013,19/08/2013
2,Nairobi,Desktop Support,1951,19/08/2013,19/08/2013
2,Nairobi,Desktop Support,1952,19/08/2013,19/08/2013
2,Nairobi,Desktop Support,1953,19/08/2013,19/08/2013
1,Kilifi,Desktop Support,1957,19/08/2013,20/08/2013
1,Kilifi,Desktop Support,1962,20/08/2013,22/08/2013
1,Kilifi,Desktop Support,1964,20/08/2013,10/09/2013
2,Nairobi,Desktop Support,1970,20/08/2013,20/08/2013
1,Kilifi,Desktop Support,1971,20/08/2013,22/08/2013
1,Kilifi,Desktop Support,1973,21/08/2013,26/08/2013
1,Kilifi,Desktop Support,1978,21/08/2013,22/08/2013
2,Nairobi,Desktop Support,1984,21/08/2013,22/08/2013
1,Kilifi,Desktop Support,1999,23/08/2013,26/08/2013
1,Kilifi,Desktop Support,2004,23/08/2013,03/09/2013
1,Kilifi,Desktop Support,2006,23/08/2013,13/09/2013
1,Kilifi,Desktop Support,2012,26/08/2013,05/09/2013
2,Nairobi,Desktop Support,2014,26/08/2013,26/08/2013
1,Kilifi,Desktop Support,2020,26/08/2013,26/08/2013
1,Kilifi,Desktop Support,2025,26/08/2013,26/08/2013
1,Kilifi,Desktop Support,2026,26/08/2013,03/09/2013
1,Kilifi,Desktop Support,2040,27/08/2013,27/08/2013
1,Kilifi,Desktop Support,2042,28/08/2013,30/08/2013
1,Kilifi,Desktop Support,2053,28/08/2013,05/09/2013
1,Kilifi,Desktop Support,2061,29/08/2013,03/10/2013
1,Kilifi,Desktop Support,2069,29/08/2013,06/09/2013
1,Kilifi,Desktop Support,2071,30/08/2013,10/09/2013
2,Nairobi,Desktop Support,2076,30/08/2013,30/08/2013
1,Kilifi,Desktop Support,2101,04/09/2013,16/09/2013
1,Kilifi,Desktop Support,2102,04/09/2013,13/09/2013
1,Kilifi,Desktop Support,2104,04/09/2013,12/09/2013
1,Kilifi,Desktop Support,2106,04/09/2013,05/09/2013
1,Kilifi,Desktop Support,2107,04/09/2013,06/09/2013
1,Kilifi,Desktop Support,2108,04/09/2013,05/09/2013
1,Kilifi,Desktop Support,2110,04/09/2013,10/09/2013
1,Kilifi,Desktop Support,2121,06/09/2013,09/09/2013
1,Kilifi,Desktop Support,2122,06/09/2013,12/09/2013
1,Kilifi,Desktop Support,2131,09/09/2013,09/09/2013
1,Kilifi,Desktop Support,2133,09/09/2013,10/09/2013
1,Kilifi,Desktop Support,2140,10/09/2013,10/09/2013
1,Kilifi,Desktop Support,2146,10/09/2013,19/09/2013
1,Kilifi,Desktop Support,2149,10/09/2013,23/09/2013
1,Kilifi,Desktop Support,2154,11/09/2013,12/09/2013
1,Kilifi,Desktop Support,2167,11/09/2013,12/09/2013
1,Kilifi,Desktop Support,2173,12/09/2013,16/09/2013
1,Kilifi,Desktop Support,2184,13/09/2013,20/09/2013
1,Kilifi,Desktop Support,2192,13/09/2013,18/09/2013
1,Kilifi,Desktop Support,2193,13/09/2013,18/09/2013
1,Kilifi,Desktop Support,2194,13/09/2013,18/09/2013
1,Kilifi,Desktop Support,2219,16/09/2013,16/09/2013
1,Kilifi,Desktop Support,2220,16/09/2013,16/09/2013
1,Kilifi,Desktop Support,2222,16/09/2013,03/10/2013
1,Kilifi,Desktop Support,2228,17/09/2013,26/11/2013
1,Kilifi,Desktop Support,2232,17/09/2013,25/09/2013
1,Kilifi,Desktop Support,2235,17/09/2013,23/09/2013
1,Kilifi,Desktop Support,2242,18/09/2013,20/09/2013
1,Kilifi,Desktop Support,2259,19/09/2013,27/09/2013
1,Kilifi,Desktop Support,2263,19/09/2013,23/09/2013
1,Kilifi,Desktop Support,2270,20/09/2013,23/09/2013
1,Kilifi,Desktop Support,2279,20/09/2013,20/09/2013
1,Kilifi,Desktop Support,2280,20/09/2013,23/09/2013
2,Nairobi,Desktop Support,2291,23/09/2013,23/09/2013
1,Kilifi,Desktop Support,2296,24/09/2013,08/10/2013
1,Kilifi,Desktop Support,2301,24/09/2013,25/09/2013
1,Kilifi,Desktop Support,2310,25/09/2013,03/10/2013
1,Kilifi,Desktop Support,2313,25/09/2013,03/10/2013
1,Kilifi,Desktop Support,2315,25/09/2013,24/10/2013
1,Kilifi,Desktop Support,2338,26/09/2013,08/10/2013
1,Kilifi,Desktop Support,2356,27/09/2013,18/10/2013
1,Kilifi,Desktop Support,2370,01/10/2013,11/11/2013
1,Kilifi,Desktop Support,2373,01/10/2013,18/10/2013
1,Kilifi,Desktop Support,2377,02/10/2013,24/10/2013
1,Kilifi,Desktop Support,2388,02/10/2013,04/10/2013
1,Kilifi,Desktop Support,2442,07/10/2013,08/10/2013
1,Kilifi,Desktop Support,2445,08/10/2013,08/10/2013
1,Kilifi,Desktop Support,2452,08/10/2013,14/10/2013
1,Kilifi,Desktop Support,2454,08/10/2013,28/10/2013
1,Kilifi,Desktop Support,2467,09/10/2013,03/02/2014
1,Kilifi,Desktop Support,2479,10/10/2013,18/10/2013
1,Kilifi,Desktop Support,2482,10/10/2013,14/10/2013
1,Kilifi,Desktop Support,2486,10/10/2013,15/10/2013
1,Kilifi,Desktop Support,2489,11/10/2013,22/11/2013
1,Kilifi,Desktop Support,2494,11/10/2013,22/10/2013
1,Kilifi,Desktop Support,2507,11/10/2013,24/10/2013
1,Kilifi,Desktop Support,2508,11/10/2013,14/10/2013
1,Kilifi,Desktop Support,2523,14/10/2013,06/02/2014
1,Kilifi,Desktop Support,2533,14/10/2013,25/10/2013
2,Nairobi,Desktop Support,2535,14/10/2013,14/10/2013
1,Kilifi,Desktop Support,2546,15/10/2013,16/10/2013
1,Kilifi,Desktop Support,2561,16/10/2013,23/10/2013
1,Kilifi,Desktop Support,2568,16/10/2013,30/10/2013
1,Kilifi,Desktop Support,2574,17/10/2013,24/10/2013
1,Kilifi,Desktop Support,2595,19/10/2013,25/11/2013
1,Kilifi,Desktop Support,2601,22/10/2013,22/10/2013
1,Kilifi,Desktop Support,2619,23/10/2013,24/10/2013
1,Kilifi,Desktop Support,2621,23/10/2013,25/10/2013
1,Kilifi,Desktop Support,2626,23/10/2013,29/10/2013
1,Kilifi,Desktop Support,2628,23/10/2013,29/10/2013
1,Kilifi,Desktop Support,2645,24/10/2013,06/11/2013
1,Kilifi,Desktop Support,2646,24/10/2013,24/10/2013
2,Nairobi,Desktop Support,2647,24/10/2013,25/10/2013
2,Nairobi,Desktop Support,2652,24/10/2013,29/10/2013
1,Kilifi,Desktop Support,2670,25/10/2013,28/10/2013
1,Kilifi,Desktop Support,2674,25/10/2013,28/10/2013
1,Kilifi,Desktop Support,2685,28/10/2013,30/10/2013
1,Kilifi,Desktop Support,2697,29/10/2013,12/11/2013
1,Kilifi,Desktop Support,2709,29/10/2013,19/11/2013
1,Kilifi,Desktop Support,2714,30/10/2013,31/10/2013
1,Kilifi,Desktop Support,2735,31/10/2013,04/11/2013
2,Nairobi,Desktop Support,2742,01/11/2013,01/11/2013
2,Nairobi,Desktop Support,2752,01/11/2013,01/11/2013
1,Kilifi,Desktop Support,2754,01/11/2013,04/11/2013
1,Kilifi,Desktop Support,2759,04/11/2013,04/11/2013
1,Kilifi,Desktop Support,2791,05/11/2013,06/11/2013
1,Kilifi,Desktop Support,2794,05/11/2013,11/11/2013
1,Kilifi,Desktop Support,2799,05/11/2013,06/11/2013
1,Kilifi,Desktop Support,2808,06/11/2013,12/11/2013
1,Kilifi,Desktop Support,2831,07/11/2013,11/11/2013
1,Kilifi,Desktop Support,2833,07/11/2013,11/11/2013
1,Kilifi,Desktop Support,2845,08/11/2013,11/11/2013
1,Kilifi,Desktop Support,2848,08/11/2013,11/11/2013
1,Kilifi,Desktop Support,2850,08/11/2013,12/11/2013
1,Kilifi,Desktop Support,2851,08/11/2013,08/11/2013
1,Kilifi,Desktop Support,2865,11/11/2013,14/11/2013
1,Kilifi,Desktop Support,2894,12/11/2013,25/11/2013
1,Kilifi,Desktop Support,2899,13/11/2013,13/11/2013
1,Kilifi,Desktop Support,2911,13/11/2013,14/11/2013
1,Kilifi,Desktop Support,2946,19/11/2013,19/11/2013
1,Kilifi,Desktop Support,2959,19/11/2013,21/11/2013
1,Kilifi,Desktop Support,2988,21/11/2013,22/11/2013
1,Kilifi,Desktop Support,2993,21/11/2013,27/11/2013
1,Kilifi,Desktop Support,3000,22/11/2013,22/11/2013
1,Kilifi,Desktop Support,3018,25/11/2013,28/11/2013
1,Kilifi,Desktop Support,3045,27/11/2013,02/12/2013
1,Kilifi,Desktop Support,3051,27/11/2013,28/11/2013
1,Kilifi,Desktop Support,3069,29/11/2013,02/12/2013
1,Kilifi,Desktop Support,3072,02/12/2013,02/12/2013
1,Kilifi,Desktop Support,3082,02/12/2013,04/12/2013
1,Kilifi,Desktop Support,3087,03/12/2013,03/12/2013
1,Kilifi,Desktop Support,3107,04/12/2013,04/12/2013
1,Kilifi,Desktop Support,3112,04/12/2013,05/12/2013
1,Kilifi,Desktop Support,3119,05/12/2013,05/12/2013
1,Kilifi,Desktop Support,3126,05/12/2013,17/12/2013
1,Kilifi,Desktop Support,3127,05/12/2013,09/12/2013
1,Kilifi,Desktop Support,3164,16/12/2013,19/12/2013
1,Kilifi,Desktop Support,3165,16/12/2013,08/01/2014
1,Kilifi,Desktop Support,3174,16/12/2013,06/01/2014
1,Kilifi,Desktop Support,3183,17/12/2013,17/12/2013
1,Kilifi,Desktop Support,3184,17/12/2013,18/12/2013
1,Kilifi,Desktop Support,3185,17/12/2013,19/12/2013
1,Kilifi,Desktop Support,3192,17/12/2013,18/12/2013
1,Kilifi,Desktop Support,3198,18/12/2013,19/12/2013
1,Kilifi,Desktop Support,3209,06/01/2014,20/05/2014
1,Kilifi,Desktop Support,3226,06/01/2014,06/01/2014
1,Kilifi,Desktop Support,3236,07/01/2014,04/02/2014
1,Kilifi,Desktop Support,3243,07/01/2014,22/01/2014
1,Kilifi,Desktop Support,3248,08/01/2014,20/02/2014
1,Kilifi,Desktop Support,3253,08/01/2014,21/01/2014
1,Kilifi,Desktop Support,3257,09/01/2014,09/01/2014
1,Kilifi,Desktop Support,3263,09/01/2014,09/01/2014
1,Kilifi,Desktop Support,3268,09/01/2014,22/01/2014
1,Kilifi,Desktop Support,3280,10/01/2014,23/01/2014
1,Kilifi,Desktop Support,3287,13/01/2014,15/01/2014
1,Kilifi,Desktop Support,3288,13/01/2014,21/01/2014
1,Kilifi,Desktop Support,3293,13/01/2014,13/01/2014
1,Kilifi,Desktop Support,3302,14/01/2014,22/01/2014
1,Kilifi,Desktop Support,3305,14/01/2014,22/01/2014
1,Kilifi,Desktop Support,3316,14/01/2014,22/01/2014
1,Kilifi,Desktop Support,3344,16/01/2014,22/01/2014
1,Kilifi,Desktop Support,3347,16/01/2014,23/01/2014
1,Kilifi,Desktop Support,3362,19/01/2014,20/01/2014
1,Kilifi,Desktop Support,3363,20/01/2014,20/01/2014
1,Kilifi,Desktop Support,3366,20/01/2014,20/01/2014
1,Kilifi,Desktop Support,3370,20/01/2014,20/01/2014
1,Kilifi,Desktop Support,3375,20/01/2014,22/01/2014
1,Kilifi,Desktop Support,3388,21/01/2014,23/01/2014
1,Kilifi,Desktop Support,3390,21/01/2014,03/02/2014
1,Kilifi,Desktop Support,3404,21/01/2014,19/05/2014
1,Kilifi,Desktop Support,3406,21/01/2014,05/03/2014
3,Mtwapa,Desktop Support,3407,21/01/2014,03/02/2014
1,Kilifi,Desktop Support,3410,21/01/2014,26/02/2014
1,Kilifi,Desktop Support,3422,22/01/2014,22/01/2014
1,Kilifi,Desktop Support,3430,22/01/2014,23/01/2014
1,Kilifi,Desktop Support,3438,23/01/2014,23/01/2014
1,Kilifi,Desktop Support,3442,23/01/2014,24/01/2014
1,Kilifi,Desktop Support,3448,23/01/2014,24/01/2014
1,Kilifi,Desktop Support,3449,23/01/2014,27/01/2014
1,Kilifi,Desktop Support,3455,23/01/2014,27/01/2014
1,Kilifi,Desktop Support,3458,23/01/2014,30/01/2014
1,Kilifi,Desktop Support,3468,24/01/2014,24/01/2014
1,Kilifi,Desktop Support,3487,24/01/2014,07/02/2014
1,Kilifi,Desktop Support,3488,27/01/2014,30/01/2014
1,Kilifi,Desktop Support,3497,27/01/2014,28/01/2014
1,Kilifi,Desktop Support,3510,27/01/2014,03/02/2014
